timestamp,value
1/1/2021 0:00,51
1/1/2021 0:00,60
1/1/2021 0:00,82
1/1/2021 0:00,86
1/1/2021 0:00,99
1/1/2021 0:00,23
1/1/2021 0:00,63
1/1/2021 0:00,20
1/1/2021 0:00,32
1/1/2021 0:00,21
1/1/2021 0:00,58
1/1/2021 0:00,41
1/1/2021 0:00,91
1/1/2021 0:00,59
1/1/2021 0:00,79
1/1/2021 0:00,61
1/1/2021 0:00,46
1/1/2021 0:00,61
1/1/2021 0:00,50
1/1/2021 0:00,2
1/1/2021 0:00,20
1/1/2021 0:00,38
1/1/2021 0:00,88
1/1/2021 0:00,59
1/1/2021 0:00,13
1/1/2021 0:01,59
1/1/2021 0:01,70
1/1/2021 0:01,35
1/1/2021 0:01,49
1/1/2021 0:01,3
1/1/2021 0:01,1
1/1/2021 0:01,3
1/1/2021 0:01,62
1/1/2021 0:01,89
1/1/2021 0:01,73
1/1/2021 0:01,99
1/1/2021 0:01,13
1/1/2021 0:01,94
1/1/2021 0:01,47
1/1/2021 0:01,84
1/1/2021 0:01,81
1/1/2021 0:01,52
1/1/2021 0:01,88
1/1/2021 0:01,59
1/1/2021 0:01,40
1/1/2021 0:01,44
1/1/2021 0:01,64
1/1/2021 0:01,88
1/1/2021 0:01,70
1/1/2021 0:01,8
1/1/2021 0:01,87
1/1/2021 0:01,62
1/1/2021 0:01,10
1/1/2021 0:01,34
1/1/2021 0:02,34
1/1/2021 0:02,27
1/1/2021 0:02,71
1/1/2021 0:02,11
1/1/2021 0:02,32
1/1/2021 0:02,47
1/1/2021 0:02,36
1/1/2021 0:02,43
1/1/2021 0:02,90
1/1/2021 0:02,34
1/1/2021 0:02,98
1/1/2021 0:02,77
1/1/2021 0:02,4
1/1/2021 0:02,13
1/1/2021 0:02,26
1/1/2021 0:02,8
1/1/2021 0:02,78
1/1/2021 0:02,76
1/1/2021 0:02,62
1/1/2021 0:02,95
1/1/2021 0:02,28
1/1/2021 0:02,31
1/1/2021 0:02,85
1/1/2021 0:02,65
1/1/2021 0:02,41
1/1/2021 0:02,56
1/1/2021 0:03,5
1/1/2021 0:03,27
1/1/2021 0:03,61
1/1/2021 0:03,61
1/1/2021 0:03,96
1/1/2021 0:03,61
1/1/2021 0:03,76
1/1/2021 0:03,2
1/1/2021 0:03,69
1/1/2021 0:03,71
1/1/2021 0:03,26
1/1/2021 0:03,50
1/1/2021 0:03,95
1/1/2021 0:03,51
1/1/2021 0:03,57
1/1/2021 0:03,11
1/1/2021 0:03,38
1/1/2021 0:03,2
1/1/2021 0:03,80
1/1/2021 0:03,58
1/1/2021 0:03,1
1/1/2021 0:03,1
1/1/2021 0:03,91
1/1/2021 0:03,53
1/1/2021 0:03,18
1/1/2021 0:03,52
1/1/2021 0:03,31
1/1/2021 0:03,69
1/1/2021 0:03,67
1/1/2021 0:04,55
1/1/2021 0:04,23
1/1/2021 0:04,69
1/1/2021 0:04,85
1/1/2021 0:04,10
1/1/2021 0:04,15
1/1/2021 0:04,96
1/1/2021 0:04,72
1/1/2021 0:04,79
1/1/2021 0:04,92
1/1/2021 0:04,19
1/1/2021 0:04,35
1/1/2021 0:04,18
1/1/2021 0:04,89
1/1/2021 0:04,18
1/1/2021 0:04,19
1/1/2021 0:04,95
1/1/2021 0:04,70
1/1/2021 0:04,51
1/1/2021 0:04,32
1/1/2021 0:04,39
1/1/2021 0:04,38
1/1/2021 0:04,81
1/1/2021 0:04,0
1/1/2021 0:04,10
1/1/2021 0:04,56
1/1/2021 0:04,88
1/1/2021 0:04,49
1/1/2021 0:04,22
1/1/2021 0:04,41
1/1/2021 0:04,6
1/1/2021 0:04,1
1/1/2021 0:04,11
1/1/2021 0:04,68
1/1/2021 0:04,31
1/1/2021 0:04,98
1/1/2021 0:04,18
1/1/2021 0:05,79
1/1/2021 0:05,53
1/1/2021 0:05,35
1/1/2021 0:05,88
1/1/2021 0:05,98
1/1/2021 0:05,92
1/1/2021 0:05,17
1/1/2021 0:05,34
1/1/2021 0:05,79
1/1/2021 0:05,60
1/1/2021 0:05,40
1/1/2021 0:05,99
1/1/2021 0:05,32
1/1/2021 0:05,32
1/1/2021 0:05,20
1/1/2021 0:05,47
1/1/2021 0:05,19
1/1/2021 0:05,7
1/1/2021 0:05,66
1/1/2021 0:05,85
1/1/2021 0:05,21
1/1/2021 0:05,29
1/1/2021 0:05,37
1/1/2021 0:05,53
1/1/2021 0:05,7
1/1/2021 0:05,26
1/1/2021 0:05,20
1/1/2021 0:05,96
1/1/2021 0:05,27
1/1/2021 0:05,96
1/1/2021 0:05,47
1/1/2021 0:06,34
1/1/2021 0:06,16
1/1/2021 0:06,92
1/1/2021 0:06,36
1/1/2021 0:06,23
1/1/2021 0:06,92
1/1/2021 0:06,45
1/1/2021 0:06,94
1/1/2021 0:06,98
1/1/2021 0:06,59
1/1/2021 0:06,96
1/1/2021 0:06,84
1/1/2021 0:06,86
1/1/2021 0:06,45
1/1/2021 0:06,31
1/1/2021 0:06,85
1/1/2021 0:06,22
1/1/2021 0:06,65
1/1/2021 0:06,1
1/1/2021 0:06,42
1/1/2021 0:06,38
1/1/2021 0:06,92
1/1/2021 0:06,98
1/1/2021 0:06,49
1/1/2021 0:06,23
1/1/2021 0:06,12
1/1/2021 0:06,59
1/1/2021 0:06,6
1/1/2021 0:07,44
1/1/2021 0:07,19
1/1/2021 0:07,75
1/1/2021 0:07,86
1/1/2021 0:07,14
1/1/2021 0:07,91
1/1/2021 0:07,65
1/1/2021 0:07,86
1/1/2021 0:07,62
1/1/2021 0:07,24
1/1/2021 0:07,62
1/1/2021 0:07,57
1/1/2021 0:07,85
1/1/2021 0:07,48
1/1/2021 0:07,51
1/1/2021 0:07,41
1/1/2021 0:07,69
1/1/2021 0:07,53
1/1/2021 0:07,96
1/1/2021 0:07,52
1/1/2021 0:07,59
1/1/2021 0:07,4
1/1/2021 0:07,5
1/1/2021 0:07,95
1/1/2021 0:07,93
1/1/2021 0:07,54
1/1/2021 0:07,39
1/1/2021 0:07,51
1/1/2021 0:07,12
1/1/2021 0:07,29
1/1/2021 0:07,18
1/1/2021 0:07,16
1/1/2021 0:07,62
1/1/2021 0:07,18
1/1/2021 0:07,91
1/1/2021 0:07,57
1/1/2021 0:07,54
1/1/2021 0:07,89
1/1/2021 0:07,89
1/1/2021 0:08,61
1/1/2021 0:08,22
1/1/2021 0:08,8
1/1/2021 0:08,0
1/1/2021 0:08,95
1/1/2021 0:08,47
1/1/2021 0:08,0
1/1/2021 0:08,66
1/1/2021 0:08,25
1/1/2021 0:08,85
1/1/2021 0:08,56
1/1/2021 0:08,91
1/1/2021 0:08,46
1/1/2021 0:08,61
1/1/2021 0:08,75
1/1/2021 0:08,89
1/1/2021 0:08,84
1/1/2021 0:08,32
1/1/2021 0:08,93
1/1/2021 0:08,22
1/1/2021 0:08,9
1/1/2021 0:08,18
1/1/2021 0:08,68
1/1/2021 0:08,23
1/1/2021 0:09,1
1/1/2021 0:09,91
1/1/2021 0:09,31
1/1/2021 0:09,83
1/1/2021 0:09,49
1/1/2021 0:09,34
1/1/2021 0:09,32
1/1/2021 0:09,66
1/1/2021 0:09,32
1/1/2021 0:09,42
1/1/2021 0:09,43
1/1/2021 0:09,28
1/1/2021 0:09,12
1/1/2021 0:09,94
1/1/2021 0:09,1
1/1/2021 0:09,7
1/1/2021 0:09,92
1/1/2021 0:09,89
1/1/2021 0:09,33
1/1/2021 0:09,6
1/1/2021 0:09,57
1/1/2021 0:09,74
1/1/2021 0:09,28
1/1/2021 0:09,88
1/1/2021 0:09,20
1/1/2021 0:09,9
1/1/2021 0:09,23
1/1/2021 0:09,98
1/1/2021 0:09,48
1/1/2021 0:10,61
1/1/2021 0:10,95
1/1/2021 0:10,36
1/1/2021 0:10,54
1/1/2021 0:10,22
1/1/2021 0:10,98
1/1/2021 0:10,29
1/1/2021 0:10,61
1/1/2021 0:10,83
1/1/2021 0:10,88
1/1/2021 0:10,85
1/1/2021 0:10,58
1/1/2021 0:10,48
1/1/2021 0:10,18
1/1/2021 0:10,75
1/1/2021 0:10,8
1/1/2021 0:10,70
1/1/2021 0:10,77
1/1/2021 0:10,94
1/1/2021 0:10,51
1/1/2021 0:10,82
1/1/2021 0:10,15
1/1/2021 0:10,68
1/1/2021 0:10,98
1/1/2021 0:10,24
1/1/2021 0:10,22
1/1/2021 0:10,15
1/1/2021 0:10,56
1/1/2021 0:10,38
1/1/2021 0:10,52
1/1/2021 0:10,57
1/1/2021 0:10,38
1/1/2021 0:10,34
1/1/2021 0:10,86
1/1/2021 0:10,92
1/1/2021 0:10,17
1/1/2021 0:10,8
1/1/2021 0:10,57
1/1/2021 0:11,45
1/1/2021 0:11,39
1/1/2021 0:11,41
1/1/2021 0:11,8
1/1/2021 0:11,26
1/1/2021 0:11,65
1/1/2021 0:11,36
1/1/2021 0:11,37
1/1/2021 0:11,82
1/1/2021 0:11,7
1/1/2021 0:11,64
1/1/2021 0:11,70
1/1/2021 0:11,88
1/1/2021 0:11,44
1/1/2021 0:11,3
1/1/2021 0:11,30
1/1/2021 0:11,18
1/1/2021 0:11,60
1/1/2021 0:11,53
1/1/2021 0:11,38
1/1/2021 0:11,90
1/1/2021 0:11,66
1/1/2021 0:11,44
1/1/2021 0:11,12
1/1/2021 0:11,57
1/1/2021 0:11,19
1/1/2021 0:11,91
1/1/2021 0:11,71
1/1/2021 0:11,91
1/1/2021 0:11,55
1/1/2021 0:11,32
1/1/2021 0:12,44
1/1/2021 0:12,79
1/1/2021 0:12,84
1/1/2021 0:12,74
1/1/2021 0:12,18
1/1/2021 0:12,19
1/1/2021 0:12,17
1/1/2021 0:12,14
1/1/2021 0:12,0
1/1/2021 0:12,86
1/1/2021 0:12,56
1/1/2021 0:12,11
1/1/2021 0:12,15
1/1/2021 0:12,71
1/1/2021 0:12,75
1/1/2021 0:12,27
1/1/2021 0:12,91
1/1/2021 0:12,89
1/1/2021 0:12,57
1/1/2021 0:12,59
1/1/2021 0:12,91
1/1/2021 0:12,40
1/1/2021 0:12,26
1/1/2021 0:12,32
1/1/2021 0:12,83
1/1/2021 0:12,76
1/1/2021 0:12,91
1/1/2021 0:12,45
1/1/2021 0:12,81
1/1/2021 0:13,68
1/1/2021 0:13,24
1/1/2021 0:13,9
1/1/2021 0:13,32
1/1/2021 0:13,95
1/1/2021 0:13,25
1/1/2021 0:13,26
1/1/2021 0:13,76
1/1/2021 0:13,32
1/1/2021 0:13,97
1/1/2021 0:13,20
1/1/2021 0:13,54
1/1/2021 0:13,91
1/1/2021 0:13,80
1/1/2021 0:13,68
1/1/2021 0:13,94
1/1/2021 0:13,2
1/1/2021 0:13,52
1/1/2021 0:13,22
1/1/2021 0:13,73
1/1/2021 0:13,73
1/1/2021 0:13,0
1/1/2021 0:13,50
1/1/2021 0:13,44
1/1/2021 0:13,3
1/1/2021 0:13,64
1/1/2021 0:13,91
1/1/2021 0:13,71
1/1/2021 0:13,38
1/1/2021 0:14,53
1/1/2021 0:14,2
1/1/2021 0:14,11
1/1/2021 0:14,4
1/1/2021 0:14,93
1/1/2021 0:14,93
1/1/2021 0:14,56
1/1/2021 0:14,16
1/1/2021 0:14,46
1/1/2021 0:14,78
1/1/2021 0:14,84
1/1/2021 0:14,13
1/1/2021 0:14,74
1/1/2021 0:14,37
1/1/2021 0:14,63
1/1/2021 0:14,97
1/1/2021 0:14,90
1/1/2021 0:14,50
1/1/2021 0:14,97
1/1/2021 0:14,51
1/1/2021 0:14,29
1/1/2021 0:14,28
1/1/2021 0:14,3
1/1/2021 0:14,9
1/1/2021 0:14,55
1/1/2021 0:14,83
1/1/2021 0:14,68
1/1/2021 0:14,52
1/1/2021 0:14,65
1/1/2021 0:14,42
1/1/2021 0:15,79
1/1/2021 0:15,74
1/1/2021 0:15,15
1/1/2021 0:15,7
1/1/2021 0:15,66
1/1/2021 0:15,66
1/1/2021 0:15,26
1/1/2021 0:15,18
1/1/2021 0:15,20
1/1/2021 0:15,81
1/1/2021 0:15,60
1/1/2021 0:15,21
1/1/2021 0:15,20
1/1/2021 0:15,0
1/1/2021 0:15,4
1/1/2021 0:15,45
1/1/2021 0:15,33
1/1/2021 0:15,48
1/1/2021 0:15,89
1/1/2021 0:15,44
1/1/2021 0:15,26
1/1/2021 0:15,72
1/1/2021 0:15,25
1/1/2021 0:15,46
1/1/2021 0:15,55
1/1/2021 0:15,60
1/1/2021 0:15,0
1/1/2021 0:15,7
1/1/2021 0:15,98
1/1/2021 0:15,78
1/1/2021 0:15,55
1/1/2021 0:16,85
1/1/2021 0:16,89
1/1/2021 0:16,27
1/1/2021 0:16,77
1/1/2021 0:16,87
1/1/2021 0:16,1
1/1/2021 0:16,58
1/1/2021 0:16,55
1/1/2021 0:16,63
1/1/2021 0:16,88
1/1/2021 0:16,16
1/1/2021 0:16,85
1/1/2021 0:16,43
1/1/2021 0:16,24
1/1/2021 0:16,67
1/1/2021 0:16,9
1/1/2021 0:16,66
1/1/2021 0:16,99
1/1/2021 0:16,85
1/1/2021 0:16,33
1/1/2021 0:16,7
1/1/2021 0:16,82
1/1/2021 0:16,40
1/1/2021 0:16,63
1/1/2021 0:16,55
1/1/2021 0:16,58
1/1/2021 0:16,20
1/1/2021 0:16,69
1/1/2021 0:17,3
1/1/2021 0:17,93
1/1/2021 0:17,61
1/1/2021 0:17,8
1/1/2021 0:17,2
1/1/2021 0:17,30
1/1/2021 0:17,39
1/1/2021 0:17,35
1/1/2021 0:17,23
1/1/2021 0:17,94
1/1/2021 0:17,5
1/1/2021 0:17,65
1/1/2021 0:17,83
1/1/2021 0:17,91
1/1/2021 0:17,74
1/1/2021 0:17,78
1/1/2021 0:17,93
1/1/2021 0:17,61
1/1/2021 0:17,56
1/1/2021 0:17,7
1/1/2021 0:17,25
1/1/2021 0:17,4
1/1/2021 0:17,25
1/1/2021 0:17,67
1/1/2021 0:17,18
1/1/2021 0:17,19
1/1/2021 0:17,89
1/1/2021 0:17,63
1/1/2021 0:17,36
1/1/2021 0:17,32
1/1/2021 0:17,5
1/1/2021 0:18,4
1/1/2021 0:18,39
1/1/2021 0:18,1
1/1/2021 0:18,64
1/1/2021 0:18,62
1/1/2021 0:18,72
1/1/2021 0:18,14
1/1/2021 0:18,23
1/1/2021 0:18,37
1/1/2021 0:18,34
1/1/2021 0:18,61
1/1/2021 0:18,49
1/1/2021 0:18,77
1/1/2021 0:18,34
1/1/2021 0:18,0
1/1/2021 0:18,63
1/1/2021 0:18,59
1/1/2021 0:18,71
1/1/2021 0:18,10
1/1/2021 0:18,13
1/1/2021 0:18,59
1/1/2021 0:18,34
1/1/2021 0:18,84
1/1/2021 0:18,77
1/1/2021 0:18,17
1/1/2021 0:18,39
1/1/2021 0:19,38
1/1/2021 0:19,31
1/1/2021 0:19,96
1/1/2021 0:19,16
1/1/2021 0:19,65
1/1/2021 0:19,77
1/1/2021 0:19,52
1/1/2021 0:19,50
1/1/2021 0:19,66
1/1/2021 0:19,6
1/1/2021 0:19,50
1/1/2021 0:19,71
1/1/2021 0:19,41
1/1/2021 0:19,63
1/1/2021 0:19,28
1/1/2021 0:19,32
1/1/2021 0:19,93
1/1/2021 0:19,35
1/1/2021 0:19,28
1/1/2021 0:19,37
1/1/2021 0:19,54
1/1/2021 0:19,32
1/1/2021 0:19,67
1/1/2021 0:19,85
1/1/2021 0:19,65
1/1/2021 0:19,4
1/1/2021 0:19,96
1/1/2021 0:19,12
1/1/2021 0:19,30
1/1/2021 0:19,99
1/1/2021 0:19,87
1/1/2021 0:19,51
1/1/2021 0:19,28
1/1/2021 0:19,4
